TIME,ALTITUDE,QC,PS,TAT,SAT,MACH,CAS,Throttle Angle,N1,Mag Hdg,PITCH,ROLL,Aileron Pilot Force,Elevator Stick Force,Rudder Force,Boom AoA,Boom AoSS,Rudder Position,STAB Position,Elevator Position,Aileron Position,Weight,Nx,Nz
43,17066,15.3437,15.53,1.75,-0.75,0.20323,97.06,17.58,39.983,70.516,10.2,0.75,2,14.7,-10,13.94,-0.23,-0.69,18.1,-0.45,-2.5,11443,0.236,0.827
43.1,17066,15.3437,15.53,1.75,-0.75,0.20323,97.06,17.58,39.983,70.516,10.2,0.75,2.4,15.5,-12.2,13.97,-0.43,-0.73,18.1,-0.32,-1.7,11443,0.246,0.858
43.2,17062,15.3437,15.53,1.75,-0.5,0.20311,97.06,17.38,40,70.631,10.27,0.53,1.4,16.3,-12.7,13.96,-0.5,-0.95,18.11,-0.16,-1.6,11444,0.148,0.923
43.3,17062,15.3437,15.53,1.75,-0.5,0.20311,97.06,17.38,40,70.631,10.27,0.53,2.3,16.5,-10.7,14.03,-0.55,-1.12,18.11,0.03,-1.6,11444,0.327,0.845
43.4,17058,15.3437,15.53,1.75,-0.5,0.20305,97,17.5,39.983,70.725,10.38,0.36,2.7,16.3,-9.9,14.13,-0.58,-1.15,18.11,0.15,-1.4,11444,0.128,0.933
43.5,17058,15.3437,15.53,1.75,-0.5,0.20305,97,17.5,39.983,70.725,10.38,0.36,2.5,15.5,-9.9,14.13,-0.67,-1.12,18.11,0.19,-0.9,11444,0.332,0.799
43.6,17054,15.3125,15.53,1.75,-0.5,0.20298,97,17.44,39.976,70.829,10.52,0.31,0.3,15.9,-10.7,14.13,-0.73,-1.12,18.11,0.24,-0.8,11444,0.292,0.845
43.7,17054,15.3125,15.53,1.75,-0.5,0.20298,97,17.44,39.976,70.829,10.52,0.31,-0.9,16.3,-10.5,14.24,-0.85,-1.12,18.1,0.34,-0.8,11444,0.423,0.866
43.8,17049,15.3125,15.54,1.75,-0.5,0.20286,96.94,17.43,39.976,70.906,10.71,0.32,-1.5,16.1,-11.3,14.32,-0.8,-1.18,18.1,0.52,-0.8,11443,0.279,0.949
43.9,17049,15.3125,15.54,1.75,-0.5,0.20286,96.94,17.43,39.976,70.906,10.71,0.32,-2.4,15.4,-12.4,14.35,-0.88,-1.28,18.11,0.55,-0.9,11443,0.201,0.969
44,17045,15.3125,15.54,1.75,-0.5,0.20286,96.94,17.51,39.999,70.972,10.89,0.39,-2.7,14.7,-12.9,14.49,-0.9,-1.35,18.1,0.43,-1,11443,0.37,0.98
44.1,17045,15.3125,15.54,1.75,-0.5,0.20286,96.94,17.51,39.999,70.972,10.89,0.39,-2.9,14.4,-11.5,14.52,-0.8,-1.35,18.11,0.32,-1.2,11443,0.277,0.879
44.2,17041,15.2812,15.54,1.75,-0.5,0.2028,96.87,17.47,39.986,71.005,11.07,0.46,-2.9,14.8,-11.5,14.62,-0.75,-1.38,18.11,0.29,-1.4,11443,0.297,0.912
44.3,17041,15.2812,15.54,1.75,-0.5,0.2028,96.87,17.47,39.986,71.005,11.07,0.46,-3.1,15.3,-11,14.7,-0.85,-1.35,18.11,0.32,-1.5,11443,0.342,0.975
44.4,17037,15.2812,15.55,1.75,-0.5,0.20273,96.87,17.44,39.989,71.011,11.28,0.49,-3.4,15.2,-10.2,14.81,-0.83,-1.38,18.11,0.34,-1.6,11445,0.307,0.843
44.5,17037,15.2812,15.55,1.75,-0.5,0.20273,96.87,17.44,39.989,71.011,11.28,0.49,-3.7,15.4,-9.4,14.87,-0.7,-1.38,18.1,0.35,-1.6,11445,0.241,0.925
44.6,17034,15.2812,15.55,1.75,-0.5,0.20267,96.87,17.47,39.973,71,11.47,0.49,-2.3,16,-8.3,14.97,-0.82,-1.35,18.11,0.41,-1.8,11445,0.229,0.969
44.7,17034,15.2812,15.55,1.75,-0.5,0.20267,96.87,17.47,39.973,71,11.47,0.49,-0.8,16.6,-6.5,15.03,-0.58,-1.28,18.11,0.65,-1.8,11445,0.173,0.871
44.8,17029,15.2812,15.55,1.75,-0.5,0.20261,96.87,17.44,39.958,70.967,11.67,0.42,-0.1,16.8,-6.5,15.16,-0.43,-1.25,18.11,0.81,-1.8,11445,0.33,0.884
44.9,17029,15.2812,15.55,1.75,-0.5,0.20261,96.87,17.44,39.958,70.967,11.67,0.42,0,17.1,-8.6,15.11,-0.53,-1.22,18.11,0.99,-1.8,11445,0.352,0.975
45,17025,15.2812,15.55,1.75,-0.5,0.20255,96.81,17.4,39.961,70.928,11.89,0.27,0.4,17.2,-9.7,15.24,-0.45,-1.28,18.11,1.18,-1.8,11445,0.226,0.993
45.1,17025,15.2812,15.55,1.75,-0.5,0.20255,96.81,17.4,39.961,70.928,11.89,0.27,1,17.2,-9,15.38,-0.35,-1.28,18.1,1.2,-1.8,11445,0.256,0.876
45.2,17022,15.25,15.55,1.75,-0.5,0.20236,96.75,17.45,39.971,70.89,12.1,0.13,2.1,16.8,-8.6,15.43,-0.35,-1.28,18.1,1.21,-1.7,11446,0.254,0.905
45.3,17022,15.25,15.55,1.75,-0.5,0.20236,96.75,17.45,39.971,70.89,12.1,0.13,2.4,16,-8.8,15.49,-0.07,-1.28,18.11,1.23,-1.2,11446,0.163,0.817
45.4,17019,15.25,15.56,1.75,-0.5,0.2023,96.75,17.44,39.966,70.851,12.33,-0.09,2.3,15.7,-8.3,15.58,-0.1,-1.32,18.11,1.23,-1,11446,0.337,0.964
45.5,17019,15.25,15.56,1.75,-0.5,0.2023,96.75,17.44,39.966,70.851,12.33,-0.09,2.2,15.2,-6.5,15.69,-0.13,-1.32,18.1,1.21,-0.9,11446,0.188,0.987
45.6,17016,15.25,15.56,1.75,-0.5,0.2023,96.75,17.52,39.982,70.807,12.56,-0.31,2.5,15.7,-5.6,15.79,-0.38,-1.28,18.1,1.21,-0.7,11446,0.274,0.887
45.7,17016,15.25,15.56,1.75,-0.5,0.2023,96.75,17.52,39.982,70.807,12.56,-0.31,2.4,15.8,-6.1,16,-0.1,-1.18,18.11,1.21,-0.6,11446,0.43,1.042
45.8,17012,15.2187,15.56,1.75,-0.5,0.20223,96.69,17.64,39.979,70.78,12.79,-0.57,1.3,15.7,-5.8,16.07,-0.3,-1.15,18.11,1.23,-0.6,11446,0.413,1.006
45.9,17012,15.2187,15.56,1.75,-0.5,0.20223,96.69,17.64,39.979,70.78,12.79,-0.57,0.4,16.1,-6.4,16.09,-0.13,-1.12,18.11,1.23,-0.6,11446,0.319,1.047
46,17009,15.2187,15.56,1.75,-0.5,0.20217,96.69,17.44,39.973,70.758,13,-0.83,0.7,16.2,-6.6,16.27,-0.07,-1.09,18.11,1.24,-0.6,11446,0.335,1.006
46.1,17009,15.2187,15.56,1.75,-0.5,0.20217,96.69,17.44,39.973,70.758,13,-0.83,1.5,15.9,-4.9,16.41,-0.18,-1.09,18.1,1.29,-0.6,11446,-0.006,1.003
46.2,17006,15.2187,15.56,1.75,-0.5,0.20211,96.69,17.39,39.968,70.747,13.19,-1.04,1.9,15.9,-3.7,16.36,-0.2,-0.89,18.1,1.32,-0.5,11446,0.143,1.029
46.3,17006,15.2187,15.56,1.75,-0.5,0.20211,96.69,17.39,39.968,70.747,13.19,-1.04,2.5,16,-1.3,16.57,-0.13,-0.69,18.11,1.32,-0.3,11446,0.249,0.99
46.4,17003,15.2187,15.57,1.75,-0.5,0.20205,96.62,17.52,39.971,70.758,13.39,-1.2,1.9,15.8,-3.1,16.63,-0.28,-0.69,18.11,1.32,0.1,11446,-0.001,0.902
46.5,17003,15.2187,15.57,1.75,-0.5,0.20205,96.62,17.52,39.971,70.758,13.39,-1.2,1.8,16.5,-5.3,16.66,-0.22,-0.76,18.1,1.35,0.2,11446,0.372,0.954
46.6,17000,15.1875,15.57,1.75,-0.5,0.20192,96.56,17.45,39.964,70.785,13.58,-1.32,1.1,17,-5.9,16.66,-0.55,-0.73,18.1,1.45,0.2,11446,0.272,0.977
46.7,17000,15.1875,15.57,1.75,-0.5,0.20192,96.56,17.45,39.964,70.785,13.58,-1.32,1.1,17,-5.9,16.82,-0.45,-0.76,18.11,1.6,0.2,11446,0.446,1.057
46.8,16996,15.1875,15.57,1.75,-0.5,0.20186,96.56,17.48,39.955,70.813,13.79,-1.41,2.2,16.8,-8.1,16.8,-0.58,-0.76,18.11,1.67,0.2,11446,0.287,0.944
46.9,16996,15.1875,15.57,1.75,-0.5,0.20186,96.56,17.48,39.955,70.813,13.79,-1.41,2.8,16.1,-6.3,16.82,-0.83,-0.76,18.11,1.69,0.3,11446,0.201,0.998
47,16993,15.1875,15.57,1.75,-0.5,0.2018,96.56,17.43,39.934,70.851,13.97,-1.41,3.3,16.2,-1.2,16.87,-0.47,-0.69,18.11,1.69,0.7,11447,0.234,0.92
47.1,16993,15.1875,15.57,1.75,-0.5,0.2018,96.56,17.43,39.934,70.851,13.97,-1.41,2.2,17,-1.9,16.93,-0.67,-0.56,18.11,1.7,1.1,11447,0.324,0.936
47.2,16991,15.1562,15.57,1.75,-0.5,0.20173,96.5,17.45,39.928,70.895,14.16,-1.27,0.7,17.3,-4.9,16.87,-0.8,-0.56,18.1,1.75,1.1,11447,0.269,0.982
47.3,16991,15.1562,15.57,1.75,-0.5,0.20173,96.5,17.45,39.928,70.895,14.16,-1.27,-0.8,17.1,-5.1,16.95,-0.78,-0.63,18.1,1.91,1.1,11447,0.292,1.003
47.4,16988,15.1562,15.58,1.75,-0.5,0.20155,96.44,17.58,39.938,70.945,14.36,-1.07,-1.4,17.6,-4.2,17.07,-0.63,-0.69,18.11,1.96,1.1,11447,0.418,0.995
47.5,16988,15.1562,15.58,1.75,-0.5,0.20155,96.44,17.58,39.938,70.945,14.36,-1.07,-2.1,16.1,-6.4,17.11,-0.47,-0.69,18.1,1.99,0.5,11447,0.4,0.941
47.6,16985,15.125,15.58,1.75,-0.5,0.20142,96.37,17.48,39.951,70.95,14.56,-0.99,-3.6,14.3,-7.2,17.18,-0.63,-0.73,18.11,1.78,-0.6,11447,0.398,1.013
47.7,16985,15.125,15.58,1.75,-0.5,0.20142,96.37,17.48,39.951,70.95,14.56,-0.99,-0.4,18.7,-7.3,17.26,-0.73,-0.73,18.11,1.76,-1.6,11447,0.352,0.923
47.8,16982,15.0937,15.58,1.5,-0.5,0.20111,96.25,17.64,39.961,70.923,14.76,-1.07,-1.7,11,-7.4,17.17,-0.62,-0.79,18.11,1.57,-2.1,11447,0.246,1.075
47.9,16982,15.0937,15.58,1.5,-0.5,0.20111,96.25,17.64,39.961,70.923,14.76,-1.07,2.8,11.5,-7.1,17.3,-0.48,-0.79,18.11,1.21,-0.9,11447,0.42,0.954
48,16979,15.0625,15.58,1.5,-0.5,0.20098,96.19,17.43,39.931,70.851,14.94,-1.28,4.1,15.6,-4.9,17.31,-0.83,-0.76,18.11,1.43,0,11447,0.526,0.951
48.1,16979,15.0625,15.58,1.5,-0.5,0.20098,96.19,17.43,39.931,70.851,14.94,-1.28,7.1,12.5,-4,17.42,-0.58,-0.73,18.11,1.61,2.2,11447,0.324,0.897
48.2,16977,15.0312,15.58,1.5,-0.75,0.20073,96.12,17.41,39.931,70.763,15.13,-1.53,4.7,15,-3.6,17.53,-0.65,-0.69,18.1,1.82,4.1,11447,0.299,0.907
48.3,16977,15.0312,15.58,1.5,-0.75,0.20073,96.12,17.41,39.931,70.763,15.13,-1.53,1.4,12.2,-4.3,17.57,-0.33,-0.69,18.1,2.14,4.5,11447,0.377,0.964
48.4,16975,15.0312,15.58,1.25,-0.75,0.20055,96,17.51,39.961,70.642,15.32,-1.75,4.6,14.8,-4,17.6,-0.92,-0.69,18.1,2.03,4.4,11447,0.317,0.931
48.5,16975,15.0312,15.58,1.25,-0.75,0.20055,96,17.51,39.961,70.642,15.32,-1.75,5.1,16.6,-2.9,17.57,-0.38,-0.69,18.1,2.12,4.7,11447,0.372,1.047
48.6,16974,15,15.59,1.25,-1,0.20048,95.94,17.43,39.948,70.488,15.53,-2.04,2.8,11.3,-3,17.66,-0.35,-0.66,18.11,2.14,5,11447,0.312,1.037
48.7,16974,15,15.59,1.25,-1,0.20048,95.94,17.43,39.948,70.488,15.53,-2.04,2.7,16.4,-2.7,17.79,-0.5,-0.73,18.11,2.23,4.7,11447,0.249,1.044
48.8,16972,14.9687,15.59,1,-1,0.20023,95.81,17.7,39.928,70.301,15.74,-2.42,4.5,15.2,-1.3,17.83,-0.52,-0.66,18.1,2.36,5.1,11447,0.435,0.91
48.9,16972,14.9687,15.59,1,-1,0.20023,95.81,17.7,39.928,70.301,15.74,-2.42,4.4,11,-0.7,17.83,-0.03,-0.59,18.11,2.24,6.5,11447,0.428,0.827
49,16970,14.9062,15.59,1,-1,0.19998,95.75,17.56,39.937,70.142,15.96,-2.61,3.3,14.7,0,17.9,-0.33,-0.56,18.1,2.35,8,11447,0.418,0.982
49.1,16970,14.9062,15.59,1,-1,0.19998,95.75,17.56,39.937,70.142,15.96,-2.61,3.4,10.3,0,17.95,-0.42,-0.59,18.1,2.26,9.6,11447,0.249,0.944
49.2,16969,14.875,15.59,1,-1.25,0.19967,95.56,17.53,39.944,70.076,16.19,-2.36,2.5,12.3,0.7,18.09,0.3,-0.5,18.1,1.93,10.8,11447,0.108,1.068
49.3,16969,14.875,15.59,1,-1.25,0.19967,95.56,17.53,39.944,70.076,16.19,-2.36,-1.5,12.1,0.6,18.26,-0.23,-0.27,18.1,2,11,11447,0.355,1.024
49.4,16969,14.8437,15.59,1,-1.25,0.19942,95.5,17.51,39.91,70.032,16.45,-1.91,-4.2,7.4,-0.5,18.28,0.15,-0.2,18.11,2.08,9.6,11449,0.266,0.936
49.5,16969,14.8437,15.59,1,-1.25,0.19942,95.5,17.51,39.91,70.032,16.45,-1.91,-3.8,16.7,-1.2,18.25,0.18,-0.14,18.1,2.15,5.5,11449,0.322,0.905
49.6,16969,14.8125,15.59,1,-1.25,0.1993,95.44,17.51,39.937,69.938,16.7,-1.79,-0.1,11.9,-1.3,18.45,0.51,-0.14,18.1,2.2,1.7,11455,0.42,1.008
49.7,16969,14.8125,15.59,1,-1.25,0.1993,95.44,17.51,39.937,69.938,16.7,-1.79,0.7,9,-1.9,18.5,0.53,-0.17,18.1,1.99,1,11455,0.249,0.995
49.8,16970,14.7812,15.59,0.75,-1.25,0.19905,95.31,17.39,39.909,69.812,16.91,-2.11,2.8,14.4,-1.5,18.58,0.31,-0.23,18.1,1.87,2,11456,0.299,0.923
49.9,16970,14.7812,15.59,0.75,-1.25,0.19905,95.31,17.39,39.909,69.812,16.91,-2.11,2,10.1,1,18.76,0.15,-0.17,18.1,2.08,6.2,11456,0.337,0.946
50,16970,14.7812,15.59,0.75,-1.25,0.19905,95.25,17.58,39.937,69.751,17.09,-2.25,2.5,10.5,3.8,18.63,0.71,-0.17,18.1,1.9,8.1,11456,0.44,0.894
50.1,16970,14.7812,15.59,0.75,-1.25,0.19905,95.25,17.58,39.937,69.751,17.09,-2.25,5.2,12.1,2.3,18.82,0.6,-0.01,18.1,1.94,10.1,11456,0.208,0.944
50.2,16969,14.75,15.59,0.75,-1.5,0.19892,95.19,17.45,39.909,69.779,17.27,-2.07,-2.3,11.1,-1,19.01,0.51,-0.04,18.1,2.17,10.9,11458,0.324,0.99
50.3,16969,14.75,15.59,0.75,-1.5,0.19892,95.19,17.45,39.909,69.779,17.27,-2.07,-2.6,10.1,-1.1,19.04,0.93,-0.01,18.1,2.26,9.3,11458,0.362,0.933
50.4,16968,14.75,15.59,0.5,-1.5,0.19861,95.06,17.54,39.928,69.834,17.43,-1.79,-3.7,14.3,-1.5,19.07,0.4,-0.04,18.1,2.35,7.7,11461,0.017,0.923
50.5,16968,14.75,15.59,0.5,-1.5,0.19861,95.06,17.54,39.928,69.834,17.43,-1.79,-2.7,10.7,-2.6,19.2,0.68,-0.04,18.1,2.23,5,11461,0.35,1.047
50.6,16967,14.6875,15.59,0.5,-1.75,0.19842,95,17.43,39.903,69.894,17.58,-1.76,-5.1,13,-3.5,19.34,0.78,-0.1,18.1,2.18,3,11462,0.135,0.92
50.7,16967,14.6875,15.59,0.5,-1.75,0.19842,95,17.43,39.903,69.894,17.58,-1.76,0.5,18.5,-2.1,19.58,0.41,-0.14,18.1,2.26,1.9,11462,0.345,0.874
50.8,16966,14.6562,15.59,0.25,-1.75,0.19811,94.87,17.48,39.916,69.966,17.71,-2,2.8,14.1,-0.4,19.33,0.46,-0.14,18.1,2.39,3.4,11462,0.11,0.982
50.9,16966,14.6562,15.59,0.25,-1.75,0.19811,94.87,17.48,39.916,69.966,17.71,-2,0,9.5,-0.4,19.74,0.21,-0.17,18.1,2.29,6.6,11462,0.249,0.972
51,16965,14.5937,15.59,0.25,-1.75,0.19786,94.75,17.64,39.899,70.021,17.8,-2.39,-0.7,17.6,-1.7,19.93,0.56,-0.17,18.1,2.57,8,11464,0.43,0.915
51.1,16965,14.5937,15.59,0.25,-1.75,0.19786,94.75,17.64,39.899,70.021,17.8,-2.39,-2.2,16.9,-3.2,20.01,0.36,-0.1,18.1,2.7,7.4,11464,0.294,0.949
51.2,16965,14.5625,15.59,0.25,-2,0.19761,94.62,17.53,39.916,70.059,17.89,-3.02,-2.6,12,-3.3,20.14,-0.15,-0.14,18.1,2.83,5.7,11468,0.342,0.848
51.3,16965,14.5625,15.59,0.25,-2,0.19761,94.62,17.53,39.916,70.059,17.89,-3.02,3.6,14.6,-2.5,20.11,-0.57,-0.1,18.1,3.14,5.8,11468,0.244,0.837
51.4,16965,14.5625,15.59,0,-2,0.1973,94.5,17.41,39.881,70.12,17.97,-3.47,4.2,17.6,-1.7,20.2,-0.25,-0.07,18.1,3.49,8.7,11468,0.282,0.969
51.5,16965,14.5625,15.59,0,-2,0.1973,94.5,17.41,39.881,70.12,17.97,-3.47,4.8,15.1,0.9,20.34,-0.2,-0.01,18.1,3.76,11.1,11468,0.506,0.905
51.6,16964,14.5,15.59,0,-2,0.19723,94.44,17.45,39.902,70.208,18.08,-3.43,4,13.1,1,20.39,-0.67,-0.01,18.09,4.09,12.3,11471,0.156,0.949
51.7,16964,14.5,15.59,0,-2,0.19723,94.44,17.45,39.902,70.208,18.08,-3.43,0.7,16.7,0.4,20.49,-1.05,-0.01,18.1,4.39,14.1,11471,0.282,0.91
51.8,16960,14.4375,15.59,0,-2,0.19623,94.06,17.39,39.899,70.351,18.21,-2.78,-2.7,15.4,-1.2,20.45,-0.68,-0.01,18.1,4.47,12.5,11471,0.158,0.894
51.9,16960,14.4375,15.59,0,-2,0.19623,94.06,17.39,39.899,70.351,18.21,-2.78,-1.5,13.5,-1.9,20.53,-0.35,-0.01,18.09,4.39,8.8,11471,0.163,0.863
52,16959,14.3125,15.59,0,-2,0.1958,93.87,17.52,39.879,70.477,18.32,-2.05,-4.1,15.7,-3.3,20.79,-0.82,-0.07,18.1,4.35,5.1,11495,0.347,0.972
52.1,16959,14.3125,15.59,0,-2,0.1958,93.87,17.52,39.879,70.477,18.32,-2.05,-5.7,16.7,-3.3,20.88,-0.53,-0.04,18.1,4.29,2.1,11495,0.272,0.869
52.2,16960,14.25,15.59,0,-2.25,0.19523,93.56,17.5,39.874,70.543,18.41,-1.55,-0.4,13.5,-3.4,21.04,-0.8,-0.1,18.1,3.79,-0.5,11496,0.362,0.843
52.3,16960,14.25,15.59,0,-2.25,0.19523,93.56,17.5,39.874,70.543,18.41,-1.55,-0.7,13.1,-2.7,21.12,-0.57,-0.14,18.09,3.56,-1.1,11496,0.337,0.817
52.4,16961,14.2187,15.59,-0.25,-2.25,0.19486,93.31,17.38,39.906,70.527,18.37,-1.82,-3.8,15.6,-2.7,21.27,-0.52,-0.17,18.09,3.83,-1.7,11498,0.365,0.848
52.5,16961,14.2187,15.59,-0.25,-2.25,0.19486,93.31,17.38,39.906,70.527,18.37,-1.82,-3.3,16.2,-1.4,21.47,-0.68,-0.17,18.09,3.98,-1.9,11498,0.261,0.98
52.6,16960,14.0937,15.59,-0.25,-2.5,0.19442,93.19,17.46,39.909,70.477,18.19,-2.43,4.4,14.9,0.7,21.71,-0.82,-0.04,18.09,4.33,-0.1,11500,0.241,0.69
52.7,16960,14.0937,15.59,-0.25,-2.5,0.19442,93.19,17.46,39.909,70.477,18.19,-2.43,2.8,15.2,0.2,21.42,-1.03,-0.04,18.09,5.36,4.8,11500,0.448,0.814
52.8,16955,14.0625,15.6,-0.75,-2.5,0.19367,92.81,17.52,39.909,70.395,17.94,-3.04,4.7,18.3,-1,21.22,-0.97,0.16,18.09,6.17,8.7,11480,0.312,0.915
52.9,16955,14.0625,15.6,-0.75,-2.5,0.19367,92.81,17.52,39.909,70.395,17.94,-3.04,0.2,15.7,-1.6,21.5,-1.08,0.09,18.09,6.54,10.7,11480,0.435,0.887
53,16952,13.9687,15.6,-0.75,-2.5,0.19336,92.69,17.43,39.899,70.395,17.71,-3.46,4.8,15.6,-0.3,21.23,-1.27,-0.04,18.09,6.79,12.2,11478,0.231,0.863
53.1,16952,13.9687,15.6,-0.75,-2.5,0.19336,92.69,17.43,39.899,70.395,17.71,-3.46,2.9,17.4,-0.2,20.84,-0.9,0.06,18.09,6.92,13.2,11478,0.423,0.814
53.2,16949,13.9062,15.6,-0.75,-2.75,0.19298,92.44,17.5,39.879,70.323,17.5,-3.61,-1.5,20.2,-0.5,21.15,-1.15,-0.01,18.09,7.23,14,11481,0.183,0.83
53.3,16949,13.9062,15.6,-0.75,-2.75,0.19298,92.44,17.5,39.879,70.323,17.5,-3.61,-3,19.1,-0.5,21.28,-1.35,0.06,18.08,7.73,13.1,11481,0.461,0.915
53.4,16944,13.8437,15.6,-1,-2.75,0.19211,92.12,17.64,39.906,70.367,17.29,-3.46,-2.1,19.4,1,20.93,-1.42,-0.14,18.08,7.7,12.3,11483,0.456,0.848
53.5,16944,13.8437,15.6,-1,-2.75,0.19211,92.12,17.64,39.906,70.367,17.29,-3.46,-4.2,22.7,0.2,20.71,-1.17,-0.2,18.08,8.75,11.8,11483,0.266,0.822
53.6,16939,13.7187,15.61,-1,-3,0.19173,91.94,17.53,39.886,70.428,17.15,-3.24,-7.5,24.4,-2,21.44,-1.49,-0.1,18.08,8.82,9.8,11483,0.39,0.783
53.7,16939,13.7187,15.61,-1,-3,0.19173,91.94,17.53,39.886,70.428,17.15,-3.24,-5.6,23.9,-2.1,21.38,-1.15,-0.01,18.09,9.3,6.8,11483,0.385,0.708
53.8,16933,13.6875,15.61,-1.25,-3,0.19123,91.69,17.56,39.919,70.417,17.08,-3.35,-1.1,22.9,-2.6,21.09,-1.2,0.13,18.08,9.27,4.2,11484,0.415,0.693
53.9,16933,13.6875,15.61,-1.25,-3,0.19123,91.69,17.56,39.919,70.417,17.08,-3.35,-3.4,28.8,-3.7,21.38,-1.69,0.06,18.08,9.71,2.6,11484,0.35,0.729
