   missn_time ,   Vind_kias ,   Vind_keas ,   Vtrue_ktas ,   Vtrue_ktgs ,   Machratio ,   VVI_fpm ,   Gloadnorml ,   Gloadaxial ,   Gload_side ,   pitch_deg ,   roll_deg ,   hding_true ,   hding_mag ,   alpha_deg ,   beta_deg ,   hpath_deg ,   vpath_deg ,   slip_deg ,   altftmsl ,   altftagl ,   onrunwy ,   dist__ft ,   N1_1_pcnt ,   Ngear__lb ,   MLgear__lb ,   MRgear__lb ,   L/Dratio ,   cltotal ,   cdtotal,
19.82436,49.7234,52.27875,50.63313,28.01444,0.07891,56.22882,0.74968,0.39508,0.07348,7.12694,-0.85185,101.82767,78.09376,7.77184,8.00072,102.43982,0.94069,2.04832,25.54208,0.89542,1,120.47672,93.58427,0,1581.39099,924.26373,5.31286,1.52409,0.28687, 
19.90815,49.90079,52.45275,50.80167,28.49644,0.07917,53.83357,0.77628,0.40526,0.07409,7.49064,-0.69723,101.84902,78.11508,8.95644,8.34074,102.64581,0.2991,2.12102,25.56866,0.91328,1,124.48116,93.59528,0,1406.74194,1086.58667,5.22049,1.60369,0.30719, 
20.01039,49.30452,52.31889,50.67203,29.09663,0.07897,48.27747,0.90437,0.43351,0.08365,7.9798,-0.60343,101.83044,78.09647,10.69155,9.07666,102.92549,-0.09469,2.20826,25.55739,0.88974,1,129.46051,93.6075,0,1695.49646,1518.79785,5.11061,1.75574,0.34355, 
20.08686,49.17491,52.46142,50.81006,29.54603,0.07919,43.7542,0.99845,0.45217,0.08405,8.35623,-0.59562,101.76129,78.02731,11.57239,9.31626,103.13184,-0.03859,2.26364,25.54226,0.86133,1,133.25215,93.61578,0,1987.38513,1773.38745,5.08093,1.84721,0.36356, 
20.19691,49.4164,52.83952,51.17625,30.18744,0.07976,38.87936,1.04063,0.46279,0.07543,8.85272,-0.63883,101.54514,77.81112,11.94097,9.14575,103.39825,0.32804,2.32757,25.54448,0.84332,1,138.81204,93.6265,0,2100.49414,1797.68701,5.15365,1.90847,0.37031, 
20.29372,49.9475,53.2945,51.61693,30.74078,0.08044,36.72908,0.98652,0.45563,0.06563,9.21699,-0.69845,101.24171,77.50767,11.62084,8.53828,103.57661,0.57217,2.36711,25.57422,0.86101,1,143.79886,93.63474,0,1871.26965,1482.76111,5.32815,1.90901,0.35829, 
20.38125,50.51675,53.70607,52.01556,31.23047,0.08106,35.66346,0.92093,0.44349,0.05671,9.46513,-0.75687,100.8821,77.14803,10.98726,7.76432,103.7011,0.58529,2.3967,25.60988,0.88767,1,148.38591,93.64136,0,1633.33789,1132.97363,5.59075,1.89316,0.33862, 
20.4818,51.24757,54.16563,52.46068,31.77826,0.08176,34.19942,0.87733,0.43229,0.02799,9.64001,-0.80674,100.39618,76.66208,10.16379,6.73979,103.76599,0.40395,2.41126,25.64123,0.90304,1,153.74216,93.64803,0,1539.17188,923.06903,5.88672,1.8357,0.31184, 
20.57729,51.82386,54.52298,52.8068,32.28272,0.0823,31.91893,0.88522,0.4284,-0.00174,9.70865,-0.79321,99.9092,76.17507,9.39325,5.82048,103.72298,0.20264,2.38139,25.65284,0.89641,1,158.91284,93.65352,0,1596.12427,1071.10059,6.04847,1.76071,0.2911, 
20.65238,52.1567,54.72297,53.0005,32.66838,0.0826,29.59633,0.90055,0.42605,-0.03351,9.72427,-0.72528,99.53587,75.80173,8.9541,5.23943,103.60558,0.0829,2.32167,25.65096,0.88398,1,163.03458,93.65732,0,1638.0575,1333.35486,5.9602,1.68354,0.28246, 
20.76132,52.4617,54.91059,53.18221,33.21384,0.08288,25.85901,0.94636,0.43045,-0.06272,9.74144,-0.52054,99.05972,75.32555,8.62016,4.70458,103.32931,0.02492,2.18224,25.63854,0.86159,1,169.10168,93.66207,0,1606.04175,1825.30725,5.96028,1.64549,0.27608, 
20.85828,52.55753,54.97944,53.24888,33.69249,0.08299,22.91604,0.98848,0.43709,-0.08066,9.77159,-0.32579,98.71361,74.9794,8.62695,4.55395,103.02219,0.12052,2.02834,25.63122,0.84067,1,174.58432,93.66553,0,1576.31506,2188.57324,6.00405,1.64982,0.27478, 
20.94543,52.49911,54.84583,53.11947,34.12138,0.08279,21.14495,0.99595,0.43849,-0.08995,9.81109,-0.20479,98.46841,74.73418,8.45833,4.20223,102.72643,0.27797,1.88078,25.63752,0.83133,1,179.57968,93.66772,0,1511.72559,2329.69849,6.11163,1.65529,0.27084, 
21.04532,52.50145,54.78071,53.05642,34.61163,0.08269,20.21761,0.96875,0.43475,-0.09044,9.85551,-0.20022,98.25976,74.52549,8.13316,3.35643,102.37927,0.40267,1.70279,25.65928,0.84125,1,185.38222,93.66865,0,1417.91675,2157.59229,6.39303,1.67332,0.26174, 
21.12654,52.68812,55.02429,53.29235,35.01183,0.08305,19.93511,0.93836,0.43055,-0.08117,9.88452,-0.35989,98.1385,74.40421,8.09596,2.7606,102.11784,0.4212,1.56364,25.68232,0.85839,1,190.16084,93.66804,0,1484.81604,1763.13318,6.57319,1.68436,0.25625, 
21.23221,53.21424,55.61226,53.86183,35.53288,0.08394,19.54947,0.92818,0.42821,-0.07304,9.91743,-0.6597,98.04076,74.30643,8.28392,2.19867,101.80135,0.3751,1.39803,25.71,0.87155,1,196.46126,93.66581,0,1760.5177,1239.94836,6.69277,1.7048,0.25472, 
21.32856,53.86979,56.32309,54.5503,36.00528,0.08502,19.03121,0.9385,0.42791,-0.06822,9.95408,-0.83536,98.02079,74.28643,8.56943,1.95825,101.52557,0.35381,1.26108,25.73221,0.87667,1,202.28572,93.66312,0,1886.26367,1057.71399,6.64762,1.70976,0.2572, 
21.42248,54.58045,57.12673,55.32866,36.4622,0.08623,18.50807,0.93889,0.42632,-0.05817,10.02398,-0.83686,98.07684,74.34244,8.93342,1.93885,101.2795,0.34187,1.14005,25.75291,0.88735,1,208.03674,93.66064,0,1729.61609,1053.79041,6.53758,1.71449,0.26225, 
21.50878,55.19532,57.87212,56.05061,36.87936,0.08735,18.03393,0.94431,0.42641,-0.047,10.13276,-0.72998,98.19759,74.46317,9.23997,2.07411,101.09008,0.3389,1.0447,25.7715,0.89671,1,213.38576,93.65877,0,1497.51233,1115.67175,6.55893,1.73972,0.26525, 
21.60896,55.95278,58.69743,56.84996,37.35978,0.0886,17.6248,0.96326,0.42891,-0.03657,10.29926,-0.56725,98.41349,74.67903,9.62176,2.40485,100.91569,0.37887,0.95477,25.79556,0.90051,1,219.67015,93.65708,0,1251.85547,1246.75732,6.56589,1.77695,0.27063, 
21.68981,56.45935,59.31055,57.4438,37.74438,0.08952,17.60354,0.96141,0.42872,-0.0244,10.44847,-0.44923,98.64626,74.91177,9.87418,2.78063,100.81366,0.43385,0.89737,25.82033,0.90866,1,224.80151,93.65608,0,1027.56189,1289.6886,6.54405,1.79062,0.27363, 
21.79559,57.10128,60.02589,58.13665,38.24636,0.0906,17.90942,0.93037,0.42589,-0.0014,10.65784,-0.36821,99.01882,75.28429,10.22117,3.33038,100.749,0.44518,0.85009,25.85721,0.93044,1,231.5941,93.65523,0,706.95532,1135.75928,6.5347,1.81076,0.2771, 
21.89219,57.53165,60.54453,58.63899,38.70467,0.09139,18.07638,0.92341,0.42741,0.01928,10.85728,-0.36351,99.4108,75.67624,10.55554,3.87693,100.757,0.40365,0.83992,25.88827,0.94066,1,237.87411,93.65485,0,614.14929,989.89453,6.51256,1.83266,0.2814, 
21.98614,57.71056,60.86014,58.94469,39.15421,0.09186,18.04659,0.94661,0.43908,0.04804,11.0538,-0.40541,99.81667,76.08207,11.23426,4.84675,100.83179,0.40237,0.86255,25.91622,0.94204,1,244.05464,93.65482,0,634.85626,903.2088,6.45552,1.8917,0.29304, 
22.07296,57.66376,61.01971,59.09926,39.5766,0.0921,18.13304,0.93631,0.44311,0.07022,11.21811,-0.48645,100.18037,76.44574,11.68304,5.76264,100.96759,0.42488,0.91899,25.94456,0.95147,1,249.83054,93.65504,0,605.237,706.7561,6.34179,1.92293,0.30322, 
22.17344,57.57644,61.04116,59.12006,40.0682,0.09214,18.26498,0.91486,0.44198,0.08813,11.37024,-0.58553,100.56718,76.83251,11.86401,6.59197,101.1724,0.39571,1.01585,25.97676,0.96066,1,256.5925,93.65549,0,604.63812,462.84125,6.22468,1.94042,0.31173, 
22.26865,57.59988,61.16556,59.24057,40.53103,0.09232,18.1528,0.92502,0.44353,0.09873,11.46209,-0.63764,100.88969,77.15498,11.84273,7.24235,101.39578,0.36517,1.12735,26.00331,0.95545,1,263.0762,93.65607,0,688.91028,442.35135,6.1472,1.93981,0.31556, 
22.36239,57.69142,61.29296,59.36398,40.98107,0.09252,17.94455,0.9269,0.44102,0.10753,11.49482,-0.64232,101.15664,77.42191,11.56706,7.71473,101.63784,0.3573,1.24793,26.02807,0.9534,1,269.53165,93.65672,0,679.49792,483.70419,6.12062,1.92794,0.31499, 
22.46067,57.8974,61.47267,59.53805,41.44531,0.09279,17.65591,0.92041,0.43484,0.11341,11.4622,-0.62178,101.37288,77.6381,11.10854,7.99287,101.90685,0.33034,1.38312,26.05201,0.95319,1,276.37579,93.65743,0,666.81842,502.21509,6.11679,1.89962,0.31056, 
22.54022,58.15332,61.69041,59.74895,41.81425,0.09312,17.31414,0.93568,0.43199,0.11741,11.38647,-0.59655,101.49384,77.75904,10.59271,8.06899,102.13261,0.32143,1.49591,26.06947,0.94351,1,281.97113,93.65801,0,755.84784,602.57739,6.161,1.86983,0.30349, 
22.65654,58.689,62.10728,60.15273,42.34126,0.09375,16.92245,0.9447,0.42362,0.11336,11.2021,-0.56026,101.57401,77.83915,9.74049,7.89516,102.45556,0.34699,1.65479,26.0971,0.93472,1,290.24332,93.6589,0,819.98547,759.47186,6.25077,1.80465,0.28871, 
22.73985,59.1991,62.4993,60.53242,42.71051,0.09434,16.78582,0.93375,0.41422,0.10488,11.0294,-0.54611,101.56532,77.83044,9.12593,7.61122,102.66991,0.34766,1.7595,26.11842,0.93662,1,296.22903,93.65955,0,823.95898,772.48724,6.33705,1.75146,0.27638, 
22.85716,59.98989,63.17169,61.18367,43.22084,0.09535,16.55176,0.94475,0.40632,0.091,10.75933,-0.52605,101.47384,77.73891,8.42494,7.02039,102.93304,0.33976,1.88591,26.14713,0.92728,1,304.7464,93.66052,0,951.59845,896.83789,6.40082,1.67075,0.26102, 
22.95872,60.83699,63.95114,61.93862,43.65358,0.09653,16.42693,0.95735,0.4005,0.07023,10.54973,-0.48362,101.34031,77.60533,8.12729,6.2202,103.10944,0.36392,1.96458,26.17377,0.92607,1,312.20023,93.66145,0,931.52594,1046.4447,6.48209,1.62319,0.25041, 
23.05411,61.81755,64.89234,62.85023,44.05564,0.09795,16.56427,0.9709,0.39942,0.05166,10.40305,-0.44014,101.19007,77.45506,8.43216,5.16314,103.2247,0.41148,2.00632,26.20358,0.9344,1,319.26672,93.66241,0,812.02063,1032.74658,6.65681,1.6386,0.24615, 
23.14104,62.67323,65.79417,63.7237,44.42282,0.09931,17.07077,0.99039,0.40279,0.03543,10.31786,-0.41233,101.05174,77.3167,9.02245,4.36422,103.28915,0.49205,2.01986,26.23876,0.94144,1,325.76459,93.66341,0,701.9325,979.11932,6.74998,1.67481,0.24812, 
23.24101,63.54637,66.76776,64.66669,44.8512,0.10078,18.36002,0.97459,0.40398,0.02707,10.27266,-0.41384,100.91586,77.18078,9.85009,3.75963,103.33262,0.59076,2.01422,26.29231,0.96859,1,333.30298,93.66466,0,384.84503,719.81732,6.78989,1.73246,0.25515, 
23.32216,64.08675,67.47571,65.35239,45.20696,0.10185,19.73353,0.9385,0.4025,0.02615,10.26801,-0.45715,100.8432,77.10808,10.51443,3.5155,103.35979,0.60055,2.00539,26.34118,1.00071,1,339.47711,93.66576,0,119.36729,361.61386,6.73633,1.7709,0.26289, 
23.4275,64.67578,68.1582,66.01347,45.68129,0.10288,21.21836,0.92404,0.40726,0.0318,10.28608,-0.5522,100.82112,77.08595,11.1225,3.49171,103.40197,0.54579,2.00051,26.40045,1.02769,1,347.56482,93.66729,0,0,0,6.73664,1.81965,0.27011, 
23.52378,65.03343,68.56526,66.40777,46.12024,0.10349,22.15124,0.94399,0.41141,0.03221,10.30656,-0.64651,100.87907,77.14386,11.32368,3.73324,103.43818,0.53149,1.99892,26.45055,1.055,1,355.03122,93.66872,0,0,0,6.71277,1.83786,0.27379, 
23.61763,65.26514,68.79102,66.62646,46.54603,0.10384,22.9774,0.94429,0.40954,0.03754,10.32084,-0.73836,101.00897,77.27373,11.19893,4.05025,103.47838,0.53424,2.00078,26.4998,1.08615,1,362.3765,93.67007,0,0,0,6.68005,1.82687,0.27348, 
23.70412,65.39288,68.86388,66.69708,46.93405,0.10395,23.69332,0.93875,0.40573,0.04491,10.33213,-0.80822,101.1889,77.45362,10.91724,4.41516,103.52643,0.52758,2.00986,26.54528,1.10695,1,369.20685,93.67129,0,0,0,6.67777,1.81273,0.27146, 
23.80367,65.44165,68.86684,66.69999,47.37421,0.10395,24.34412,0.92601,0.39975,0.05511,10.34146,-0.86332,101.45132,77.716,10.53909,4.75757,103.60197,0.49637,2.03422,26.5953,1.13856,1,377.1377,93.67256,0,0,0,6.64112,1.78783,0.26921, 
23.88388,65.45103,68.82742,66.66183,47.7244,0.10389,24.59628,0.91379,0.39523,0.05993,10.34713,-0.88319,101.69316,77.9578,10.30155,4.95876,103.67727,0.44766,2.06486,26.631,1.16159,1,383.5806,93.67348,0,0,0,6.58441,1.76548,0.26813, 
23.98917,66.01115,69.68462,67.4921,48.17558,0.10518,24.37065,0.92695,0.38999,0.0711,10.36236,-0.86505,102.03878,78.30337,10.10115,5.30383,103.79439,0.37936,2.11481,26.66852,1.1728,1,392.10974,93.67451,0,0,0,6.56444,1.74701,0.26613, 
24.08513,67.16125,70.84531,68.61629,48.57059,0.10694,23.84225,0.94805,0.38603,0.08139,10.38944,-0.78966,102.36661,78.63116,9.95769,5.62632,103.92844,0.36624,2.17407,26.6982,1.18853,1,399.9516,93.67522,0,0,0,6.54169,1.72888,0.26429, 
24.1944,68.21465,71.92716,69.66415,49.00628,0.10857,23.3649,0.96493,0.38348,0.09648,10.44702,-0.6331,102.73093,78.99543,9.82118,5.83261,104.11661,0.39823,2.25605,26.73449,1.20057,1,408.95737,93.67591,0,0,0,6.51707,1.70726,0.26197, 
24.29164,69.00705,72.70997,70.42235,49.38521,0.10975,23.33724,0.98094,0.38314,0.10714,10.55007,-0.47399,103.00732,79.27177,9.80649,5.84799,104.32366,0.45643,2.34866,26.77365,1.21462,1,417.03769,93.67651,0,0,0,6.50089,1.69845,0.26126, 
24.38579,69.64787,73.37074,71.06238,49.74373,0.11075,23.89371,1.00056,0.38481,0.10897,10.7136,-0.33969,103.21068,79.47509,9.91766,5.72636,104.53384,0.55018,2.43976,26.82259,1.24408,1,424.91919,93.67711,0,0,0,6.51317,1.70127,0.26121, 
24.46926,70.11327,73.89338,71.56862,50.05559,0.11154,25.08419,1.02113,0.38818,0.11123,10.90932,-0.23984,103.33381,79.59819,10.10848,5.51239,104.72527,0.67201,2.51777,26.88022,1.27218,1,431.9552,93.67767,0,0,0,6.53044,1.71179,0.26212, 
24.57178,70.692,74.49384,72.15028,50.43176,0.11244,27.8096,1.0525,0.3949,0.11104,11.20727,-0.15884,103.40202,79.66635,10.4316,5.11272,104.96479,0.8799,2.6103,26.97674,1.33664,1,440.65582,93.67843,0,0,0,6.59918,1.73622,0.2631, 
24.64804,71.08154,74.93317,72.57588,50.70686,0.11311,31.019,1.07487,0.40039,0.10756,11.45759,-0.13641,103.38829,79.65258,10.70662,4.748,105.13932,1.08011,2.67337,27.07292,1.40989,1,447.16898,93.67902,0,0,0,6.65229,1.75242,0.26343, 
24.75777,71.63361,75.5617,73.1848,51.09475,0.11406,37.79033,1.10918,0.40845,0.08813,11.84074,-0.16952,103.27928,79.54352,11.14309,4.11271,105.36093,1.43776,2.74622,27.25925,1.55027,1,456.60306,93.67991,0,0,0,6.73186,1.77843,0.26418, 
24.85557,72.14236,76.15304,73.75774,51.43055,0.11495,46.41586,1.13888,0.41507,0.06853,12.1843,-0.24768,103.13528,79.39948,11.49498,3.55958,105.50723,1.82068,2.7788,27.48163,1.74221,1,465.07053,93.68074,0,0,0,6.78352,1.79785,0.26503, 
24.95008,72.66273,76.85447,74.43736,51.74523,0.11601,57.36769,1.17234,0.42145,0.05703,12.50431,-0.34451,102.99229,79.25645,11.84048,3.15255,105.61187,2.24825,2.78716,27.7566,1.97887,1,473.30457,93.68154,0,0,0,6.79589,1.81736,0.26742, 
25.03364,73.55077,77.94171,75.49068,52.01512,0.11765,69.45568,1.21792,0.42796,0.05531,12.76474,-0.44567,102.87728,79.14139,12.15341,3.14437,105.69077,2.70355,2.78533,28.05928,2.24688,1,480.62689,93.68227,0,0,0,6.80522,1.83676,0.2699, 
25.13614,74.81306,79.21999,76.72923,52.32896,0.11958,88.00352,1.25667,0.4261,0.05662,13.03015,-0.59591,102.75887,79.02293,12.01579,3.34441,105.7807,3.3467,2.77969,28.5201,2.67205,1,489.6579,93.6832,0,0,0,6.84526,1.83567,0.26817, 
25.2132,75.74071,80.08861,77.57093,52.54771,0.12089,104.8448,1.26807,0.41775,0.06145,13.18264,-0.72303,102.68998,78.95401,11.61172,3.65197,105.84918,3.85782,2.77681,28.93744,3.05169,1,496.48245,93.68394,0,0,0,6.86283,1.81268,0.26413, 
25.32299,76.89052,81.09454,78.54593,52.83254,0.12241,132.9034,1.27107,0.4022,0.07407,13.32764,-0.91244,102.61988,78.88385,10.79777,4.20554,105.96168,4.59239,2.78246,29.64277,3.71131,1,506.25192,93.68515,0,0,0,6.91366,1.77254,0.25638, 
25.42039,77.66551,81.71393,79.14661,53.06233,0.12335,161.52142,1.25939,0.38774,0.08731,13.37832,-1.10014,102.57139,78.83533,10.09421,4.70364,106.08157,5.22428,2.80212,30.37357,4.39825,1,514.95978,93.68636,0,0,0,6.88526,1.72939,0.25117, 
25.51474,78.11927,82.04594,79.469,53.27266,0.12385,191.98688,1.23756,0.37641,0.09772,13.36814,-1.2969,102.52464,78.78853,9.61407,5.07709,106.21301,5.78927,2.83501,31.1716,5.15108,1,523.42987,93.68762,0,0,0,6.77372,1.68465,0.2487, 
25.6084,78.27778,82.13831,79.55936,53.47795,0.12399,224.27005,1.21664,0.36993,0.10278,13.33346,-1.49094,102.46932,78.73317,9.40194,5.27461,106.34949,6.3051,2.87744,32.04521,5.99168,1,531.87061,93.68893,0,0,0,6.63238,1.65113,0.24895, 
25.70169,78.04382,81.80311,79.23565,53.68538,0.12349,257.84622,1.1978,0.3682,0.10224,13.31683,-1.6411,102.40048,78.66428,9.35193,5.11037,106.48228,6.762,2.92475,32.9885,6.89362,1,540.31,93.69017,0,0,0,6.55362,1.63828,0.24998, 
25.77639,77.8738,81.63822,79.07676,53.85615,0.12324,285.49838,1.19398,0.36934,0.09626,13.33333,-1.71856,102.33448,78.59824,9.54335,4.85958,106.57753,7.12359,2.95964,33.79465,7.67451,1,547.09265,93.69108,0,0,0,6.47296,1.63896,0.2532, 
25.88538,77.64339,81.41083,78.85777,54.1094,0.1229,326.92957,1.20248,0.37166,0.08403,13.41839,-1.73869,102.22898,78.49269,9.7783,4.31395,106.69045,7.6554,2.99782,35.05338,8.90042,1,557.02777,93.69197,0,0,0,6.44161,1.6599,0.25768, 
25.98255,77.46616,81.20003,78.65481,54.33298,0.12259,364.99841,1.20822,0.37154,0.06986,13.53783,-1.70803,102.13003,78.39369,9.87234,3.75654,106.76405,8.13762,3.01548,36.25785,10.06886,1,565.92413,93.69164,0,0,0,6.43385,1.67675,0.26061, 
26.07031,77.28217,80.9485,78.4123,54.52999,0.12221,400.23434,1.2002,0.36815,0.057,13.6679,-1.67414,102.04645,78.31007,9.82615,3.28866,106.8074,8.56576,3.01716,37.41441,11.20339,1,573.99054,93.69017,0,0,0,6.39618,1.67585,0.26201, 
26.17097,77.11524,80.65105,78.12562,54.74172,0.12176,441.43835,1.17982,0.35879,0.04746,13.82609,-1.65766,101.96677,78.23035,9.46071,2.89876,106.83861,9.02656,3.00576,38.81613,12.56774,1,583.27582,93.68736,0,0,0,6.3793,1.6599,0.2602, 
26.26621,77.02288,80.44003,77.92262,54.92175,0.12145,480.7926,1.15768,0.34741,0.04072,13.96847,-1.6935,101.91311,78.17664,8.8936,2.68954,106.85506,9.41589,2.98651,40.21068,13.9343,1,592.09351,93.68401,0,0,0,6.41405,1.63815,0.2554, 
26.34152,77.02448,80.33041,77.81759,55.04823,0.12128,511.8476,1.12918,0.33652,0.03899,14.05761,-1.76946,101.89085,78.15434,8.3813,2.64319,106.86222,9.68226,2.96776,41.35517,15.06289,1,599.08447,93.68122,0,0,0,6.39464,1.60252,0.2506, 
